City,State,ISO,Population,Current_Power_Usage_MW,Power_Usage_per_Capita_kW,Is_Hub,Avg_LMP_USD_per_MWh,LMP_Volatility,High_Price_Days,Elec_Rate_Change_Pct
Ashburn,VA,PJM,50000,74.84,1.4969,1,39.1,5,2,0.05931
Richmond,VA,PJM,230000,329.92,1.4344,0,32.35,5,2,0.03583
Philadelphia,PA,PJM,1600000,2244.87,1.403,0,35.78,5,2,0.04211
Austin,TX,ERCOT,970000,1397.95,1.4412,0,48.15,5,2,0.04908
Boston,MA,ISONE,675000,968.29,1.4345,1,43.8,5,2,0.0591
Boston,MA,ISONE,675000,880.85,1.305,1,33.99,5,2,0.05924
Houston,TX,ERCOT,2300000,3229.65,1.4042,0,27.47,5,1,0.03624
Indianapolis,IN,MISO,890000,1169.51,1.3141,0,48.95,5,3,0.04608
Philadelphia,PA,PJM,1600000,2347.47,1.4672,0,65.34,5,4,0.064
Indianapolis,IN,MISO,890000,1197.37,1.3454,0,57.5,5,3,0.05559
Hartford,CT,ISONE,120000,161.63,1.3469,0,55.34,5,3,0.04671
Austin,TX,ERCOT,970000,1516.38,1.5633,0,51.42,5,4,0.05642
Providence,RI,ISONE,190000,282.71,1.4879,0,29.93,5,2,0.03649
Boston,MA,ISONE,675000,931.89,1.3806,1,41.77,5,2,0.05705
Detroit,MI,MISO,640000,846.97,1.3234,0,53.26,5,3,0.0501
San Antonio,TX,ERCOT,1450000,2333.66,1.6094,1,41.86,5,3,0.06377
Providence,RI,ISONE,190000,274.78,1.4462,0,35.25,5,2,0.04319
Boston,MA,ISONE,675000,1000.14,1.4817,1,37.03,5,2,0.06029
Providence,RI,ISONE,190000,280.91,1.4785,0,20.0,5,1,0.02998
Cleveland,OH,PJM,370000,503.4,1.3605,0,34.74,5,2,0.04127
Sacramento,CA,CAISO,525000,839.08,1.5982,0,39.97,5,3,0.04141
Indianapolis,IN,MISO,890000,1283.2,1.4418,0,36.55,5,2,0.03899
Boston,MA,ISONE,675000,991.61,1.4691,1,39.85,5,2,0.05851
Minneapolis,MN,MISO,430000,643.77,1.4971,1,42.33,5,2,0.05903
Houston,TX,ERCOT,2300000,3573.89,1.5539,0,33.53,5,2,0.03895
Houston,TX,ERCOT,2300000,3421.56,1.4876,0,28.56,5,2,0.0288
Richmond,VA,PJM,230000,360.79,1.5687,0,49.74,5,3,0.04555
Minneapolis,MN,MISO,430000,613.45,1.4266,1,43.65,5,2,0.05837
Boston,MA,ISONE,675000,994.0,1.4726,1,36.88,5,2,0.05804
Austin,TX,ERCOT,970000,1553.89,1.6019,0,37.47,5,1,0.04
Providence,RI,ISONE,190000,256.85,1.3519,0,47.3,5,3,0.04271
San Diego,CA,CAISO,1400000,2370.85,1.6935,0,52.26,5,3,0.04739
Hartford,CT,ISONE,120000,156.04,1.3003,0,40.2,5,2,0.0463
San Diego,CA,CAISO,1400000,2247.18,1.6051,0,43.37,5,2,0.04564
Ashburn,VA,PJM,50000,76.26,1.5252,1,29.82,5,1,0.0488
Philadelphia,PA,PJM,1600000,2148.42,1.3428,0,44.92,5,2,0.04606
Houston,TX,ERCOT,2300000,3300.79,1.4351,0,47.99,5,2,0.04532
Los Angeles,CA,CAISO,3900000,5593.95,1.4343,1,41.38,5,3,0.05991
Providence,RI,ISONE,190000,266.76,1.404,0,48.44,5,3,0.04367
San Antonio,TX,ERCOT,1450000,2147.45,1.481,1,45.77,5,2,0.06021
Austin,TX,ERCOT,970000,1510.2,1.5569,0,23.1,5,1,0.03575
Sacramento,CA,CAISO,525000,834.72,1.5899,0,34.81,5,2,0.03859
Baltimore,MD,PJM,580000,811.34,1.3989,0,28.52,5,2,0.03564
Indianapolis,IN,MISO,890000,1228.0,1.3798,0,28.36,5,1,0.03399
Cleveland,OH,PJM,370000,589.77,1.594,0,38.52,5,2,0.0418
Philadelphia,PA,PJM,1600000,2536.17,1.5851,0,29.42,5,1,0.03661
Sacramento,CA,CAISO,525000,735.01,1.4,0,56.7,5,3,0.05657
San Diego,CA,CAISO,1400000,2245.54,1.604,0,61.38,5,3,0.0572
Detroit,MI,MISO,640000,850.21,1.3285,0,38.71,5,2,0.03863
Austin,TX,ERCOT,970000,1426.35,1.4705,0,30.35,5,2,0.0379
San Diego,CA,CAISO,1400000,2247.07,1.605,0,50.91,5,3,0.05293
Baltimore,MD,PJM,580000,850.32,1.4661,0,34.1,5,2,0.04008
Sacramento,CA,CAISO,525000,835.9,1.5922,0,41.02,5,3,0.04094
Austin,TX,ERCOT,970000,1629.14,1.6795,0,34.57,5,2,0.03999
San Diego,CA,CAISO,1400000,2181.93,1.5585,0,21.74,5,1,0.032
Manassas,VA,PJM,42000,62.89,1.4973,1,34.9,5,2,0.05849
Ashburn,VA,PJM,50000,75.88,1.5175,1,35.94,5,2,0.06036
Indianapolis,IN,MISO,890000,1215.5,1.3657,0,32.5,5,1,0.03531
Richmond,VA,PJM,230000,303.01,1.3174,0,34.84,5,2,0.03979
Des Moines,IA,MISO,215000,290.45,1.3509,1,41.65,5,2,0.06139
Cleveland,OH,PJM,370000,558.7,1.51,0,30.5,5,2,0.03785
Cleveland,OH,PJM,370000,572.54,1.5474,0,50.09,5,3,0.05192
Manassas,VA,PJM,42000,58.39,1.3903,1,44.18,5,3,0.06016
Baltimore,MD,PJM,580000,859.24,1.4815,0,42.08,5,2,0.04014
Providence,RI,ISONE,190000,278.23,1.4644,0,51.86,5,3,0.04381
Cleveland,OH,PJM,370000,571.56,1.5447,0,51.14,5,3,0.05807
Houston,TX,ERCOT,2300000,3489.03,1.517,0,42.33,5,3,0.04817
Manassas,VA,PJM,42000,66.41,1.5811,1,35.18,5,2,0.0546
Minneapolis,MN,MISO,430000,581.16,1.3515,1,39.79,5,2,0.05928
Richmond,VA,PJM,230000,325.63,1.4158,0,50.69,5,3,0.05144
Los Angeles,CA,CAISO,3900000,5753.27,1.4752,1,42.22,5,2,0.05596
Hartford,CT,ISONE,120000,169.09,1.4091,0,50.57,5,3,0.05015
Houston,TX,ERCOT,2300000,3812.49,1.6576,0,33.47,5,2,0.04051
Hartford,CT,ISONE,120000,168.73,1.4061,0,37.41,5,2,0.0409
Houston,TX,ERCOT,2300000,3528.79,1.5343,0,57.72,5,4,0.05226
Richmond,VA,PJM,230000,334.17,1.4529,0,43.89,5,3,0.05045
Houston,TX,ERCOT,2300000,3624.0,1.5757,0,31.78,5,2,0.03936
Hartford,CT,ISONE,120000,165.66,1.3805,0,46.71,5,3,0.0463
San Antonio,TX,ERCOT,1450000,2409.92,1.662,1,31.1,5,1,0.05057
Baltimore,MD,PJM,580000,800.33,1.3799,0,43.31,5,2,0.03737
Boston,MA,ISONE,675000,895.16,1.3262,1,47.22,5,3,0.06301
Indianapolis,IN,MISO,890000,1330.73,1.4952,0,43.87,5,2,0.03922
Philadelphia,PA,PJM,1600000,2524.03,1.5775,0,35.88,5,2,0.04506
Indianapolis,IN,MISO,890000,1308.0,1.4697,0,34.18,5,2,0.036
Richmond,VA,PJM,230000,347.78,1.5121,0,48.89,5,2,0.05153
Richmond,VA,PJM,230000,309.91,1.3474,0,40.57,5,2,0.04396
Cleveland,OH,PJM,370000,545.92,1.4755,0,52.69,5,3,0.04742
Manassas,VA,PJM,42000,59.62,1.4195,1,42.9,5,3,0.06467
Des Moines,IA,MISO,215000,297.04,1.3816,1,36.47,5,2,0.05603
Detroit,MI,MISO,640000,951.38,1.4865,0,51.75,5,3,0.05209
Indianapolis,IN,MISO,890000,1279.01,1.4371,0,20.79,5,1,0.02988
Indianapolis,IN,MISO,890000,1292.44,1.4522,0,39.07,5,2,0.04156
Austin,TX,ERCOT,970000,1564.73,1.6131,0,30.67,5,2,0.0425
Minneapolis,MN,MISO,430000,593.04,1.3792,1,46.33,5,3,0.06254
Sacramento,CA,CAISO,525000,779.49,1.4847,0,49.57,5,3,0.04811
Manassas,VA,PJM,42000,65.76,1.5656,1,37.93,5,2,0.05556
San Diego,CA,CAISO,1400000,1969.44,1.4067,0,24.13,5,1,0.0298
Philadelphia,PA,PJM,1600000,2401.25,1.5008,0,27.51,5,1,0.03391
Baltimore,MD,PJM,580000,893.44,1.5404,0,47.37,5,3,0.05029
Detroit,MI,MISO,640000,860.52,1.3446,0,45.19,5,2,0.05121
Hartford,CT,ISONE,120000,159.34,1.3279,0,40.41,5,2,0.04275
Austin,TX,ERCOT,970000,1568.13,1.6166,0,58.73,5,3,0.05051
San Diego,CA,CAISO,1400000,2252.91,1.6092,0,51.18,5,3,0.05187
San Diego,CA,CAISO,1400000,2006.33,1.4331,0,48.34,5,3,0.04482
Baltimore,MD,PJM,580000,871.01,1.5017,0,20.7,5,1,0.02372
Los Angeles,CA,CAISO,3900000,6278.62,1.6099,1,29.87,5,2,0.05284
Providence,RI,ISONE,190000,273.25,1.4382,0,39.89,5,2,0.03419
Boston,MA,ISONE,675000,917.98,1.36,1,47.41,5,2,0.06142
Manassas,VA,PJM,42000,59.32,1.4124,1,36.96,5,2,0.05664
Hartford,CT,ISONE,120000,179.11,1.4926,0,50.35,5,3,0.05088
Indianapolis,IN,MISO,890000,1324.31,1.488,0,43.38,5,2,0.0453
Cleveland,OH,PJM,370000,520.16,1.4058,0,31.87,5,2,0.03658
Providence,RI,ISONE,190000,264.69,1.3931,0,49.11,5,2,0.04642
Ashburn,VA,PJM,50000,77.62,1.5524,1,39.84,5,2,0.05543
Santa Clara,CA,CAISO,130000,197.65,1.5204,1,41.79,5,2,0.06452
Santa Clara,CA,CAISO,130000,190.61,1.4662,1,43.4,5,2,0.05913
Cleveland,OH,PJM,370000,542.0,1.4649,0,34.84,5,2,0.03661
San Antonio,TX,ERCOT,1450000,2037.31,1.405,1,41.73,5,2,0.0627
San Antonio,TX,ERCOT,1450000,2386.75,1.646,1,40.42,5,2,0.05761
Hartford,CT,ISONE,120000,179.38,1.4948,0,20.69,5,1,0.03619
Ashburn,VA,PJM,50000,70.86,1.4171,1,37.14,5,2,0.05729
Austin,TX,ERCOT,970000,1526.3,1.5735,0,45.3,5,3,0.04699
Dallas,TX,ERCOT,1300000,1992.99,1.5331,1,43.58,5,2,0.06061
Boston,MA,ISONE,675000,996.34,1.4761,1,43.69,5,2,0.06037
Des Moines,IA,MISO,215000,282.07,1.3119,1,32.79,5,2,0.05625
Austin,TX,ERCOT,970000,1405.71,1.4492,0,41.81,5,2,0.04269
Hartford,CT,ISONE,120000,161.61,1.3468,0,43.74,5,3,0.04896
Manassas,VA,PJM,42000,60.83,1.4484,1,33.94,5,2,0.05705
Manassas,VA,PJM,42000,64.18,1.5282,1,40.91,5,2,0.05919
Providence,RI,ISONE,190000,254.69,1.3405,0,43.36,5,2,0.04922
Indianapolis,IN,MISO,890000,1234.05,1.3866,0,40.62,5,2,0.04401
Philadelphia,PA,PJM,1600000,2229.41,1.3934,0,32.06,5,2,0.03825
San Diego,CA,CAISO,1400000,2295.7,1.6398,0,29.21,5,1,0.03153
Sacramento,CA,CAISO,525000,796.88,1.5179,0,39.98,5,2,0.03978
Baltimore,MD,PJM,580000,918.75,1.584,0,60.04,5,3,0.05575
Des Moines,IA,MISO,215000,312.61,1.454,1,32.96,5,1,0.0538
Indianapolis,IN,MISO,890000,1167.07,1.3113,0,48.38,5,3,0.04665
San Diego,CA,CAISO,1400000,1964.61,1.4033,0,47.34,5,3,0.05151
Ashburn,VA,PJM,50000,66.78,1.3357,1,43.66,5,3,0.06445
Boston,MA,ISONE,675000,994.65,1.4736,1,42.61,5,3,0.06051
Minneapolis,MN,MISO,430000,640.4,1.4893,1,39.41,5,2,0.05923
Des Moines,IA,MISO,215000,281.21,1.308,1,27.09,5,1,0.05164
San Diego,CA,CAISO,1400000,2179.37,1.5567,0,48.27,5,3,0.04584
Sacramento,CA,CAISO,525000,834.21,1.589,0,37.76,5,2,0.04182
Baltimore,MD,PJM,580000,892.58,1.5389,0,38.71,5,2,0.04234
Sacramento,CA,CAISO,525000,803.61,1.5307,0,35.03,5,2,0.03884
San Antonio,TX,ERCOT,1450000,2321.66,1.6011,1,38.36,5,2,0.05475
Richmond,VA,PJM,230000,363.31,1.5796,0,42.8,5,2,0.04739
Minneapolis,MN,MISO,430000,588.52,1.3686,1,42.35,5,3,0.0626
Des Moines,IA,MISO,215000,316.94,1.4741,1,37.92,5,2,0.05431
Ashburn,VA,PJM,50000,69.62,1.3924,1,46.65,5,2,0.06334
Providence,RI,ISONE,190000,251.36,1.323,0,38.56,5,2,0.03747
Dallas,TX,ERCOT,1300000,1878.04,1.4446,1,35.92,5,1,0.05785
Des Moines,IA,MISO,215000,312.96,1.4557,1,47.02,5,2,0.06689
Dallas,TX,ERCOT,1300000,2095.96,1.6123,1,34.87,5,2,0.05943
Los Angeles,CA,CAISO,3900000,6388.6,1.6381,1,33.96,5,1,0.05682
Los Angeles,CA,CAISO,3900000,5781.09,1.4823,1,32.16,5,2,0.06028
San Diego,CA,CAISO,1400000,2026.46,1.4475,0,28.89,5,1,0.03587
San Antonio,TX,ERCOT,1450000,2448.33,1.6885,1,41.92,5,2,0.05758
Baltimore,MD,PJM,580000,814.22,1.4038,0,33.67,5,1,0.03379
Des Moines,IA,MISO,215000,280.75,1.3058,1,45.0,5,3,0.06339
Baltimore,MD,PJM,580000,893.05,1.5397,0,47.92,5,3,0.04925
Cleveland,OH,PJM,370000,519.07,1.4029,0,40.28,5,2,0.04668
Cleveland,OH,PJM,370000,539.67,1.4586,0,23.47,5,1,0.02984
Cleveland,OH,PJM,370000,538.88,1.4564,0,32.94,5,2,0.04055
Houston,TX,ERCOT,2300000,3550.93,1.5439,0,29.95,5,2,0.04075
Sacramento,CA,CAISO,525000,859.83,1.6378,0,39.29,5,2,0.04152
Austin,TX,ERCOT,970000,1544.71,1.5925,0,51.68,5,3,0.05317
Detroit,MI,MISO,640000,959.42,1.4991,0,31.08,5,1,0.03394
San Antonio,TX,ERCOT,1450000,2344.43,1.6168,1,43.96,5,3,0.06237
Richmond,VA,PJM,230000,353.07,1.5351,0,55.6,5,3,0.05493
San Diego,CA,CAISO,1400000,2000.96,1.4293,0,42.27,5,2,0.04268
San Antonio,TX,ERCOT,1450000,2110.09,1.4552,1,38.38,5,2,0.06496
Cleveland,OH,PJM,370000,483.66,1.3072,0,30.58,5,2,0.0418
Providence,RI,ISONE,190000,270.81,1.4253,0,48.01,5,3,0.05199
Baltimore,MD,PJM,580000,823.64,1.4201,0,20.42,5,0,0.03169
Cleveland,OH,PJM,370000,557.75,1.5074,0,43.07,5,2,0.0489
Dallas,TX,ERCOT,1300000,1834.61,1.4112,1,43.39,5,2,0.06074
Minneapolis,MN,MISO,430000,599.6,1.3944,1,45.84,5,3,0.06713
San Antonio,TX,ERCOT,1450000,2313.67,1.5956,1,38.79,5,2,0.05873
Baltimore,MD,PJM,580000,798.28,1.3763,0,42.77,5,2,0.04558
Houston,TX,ERCOT,2300000,3326.54,1.4463,0,57.13,5,3,0.05586
Hartford,CT,ISONE,120000,178.7,1.4892,0,40.87,5,2,0.04095
Cleveland,OH,PJM,370000,552.95,1.4944,0,26.93,5,1,0.03273
Houston,TX,ERCOT,2300000,3735.2,1.624,0,27.23,5,1,0.0344
Dallas,TX,ERCOT,1300000,1921.06,1.4777,1,41.62,5,2,0.05823
Dallas,TX,ERCOT,1300000,1832.1,1.4093,1,43.46,5,3,0.06007
San Antonio,TX,ERCOT,1450000,2051.97,1.4152,1,34.5,5,2,0.05723
Manassas,VA,PJM,42000,54.89,1.3069,1,40.95,5,2,0.05897
Cleveland,OH,PJM,370000,581.28,1.571,0,25.11,5,1,0.03645
Boston,MA,ISONE,675000,910.07,1.3483,1,40.98,5,2,0.06031
Indianapolis,IN,MISO,890000,1274.85,1.4324,0,40.29,5,3,0.04072
Detroit,MI,MISO,640000,919.38,1.4365,0,46.37,5,3,0.05047
Boston,MA,ISONE,675000,1005.62,1.4898,1,34.68,5,1,0.05204
Houston,TX,ERCOT,2300000,3543.76,1.5408,0,48.17,5,3,0.05203
Philadelphia,PA,PJM,1600000,2325.73,1.4536,0,36.59,5,2,0.04202
Santa Clara,CA,CAISO,130000,192.24,1.4788,1,47.08,5,3,0.06298
Baltimore,MD,PJM,580000,794.46,1.3698,0,50.15,5,3,0.05059
Santa Clara,CA,CAISO,130000,214.66,1.6512,1,38.43,5,2,0.05423
Providence,RI,ISONE,190000,264.27,1.3909,0,20.0,5,1,0.02759
Baltimore,MD,PJM,580000,819.87,1.4136,0,44.01,5,3,0.04749
Sacramento,CA,CAISO,525000,800.9,1.5255,0,39.83,5,2,0.04223
Los Angeles,CA,CAISO,3900000,5654.11,1.4498,1,35.31,5,2,0.05386
Houston,TX,ERCOT,2300000,3232.47,1.4054,0,63.62,5,4,0.05532
Cleveland,OH,PJM,370000,520.21,1.406,0,47.84,5,3,0.05145
Indianapolis,IN,MISO,890000,1191.77,1.3391,0,43.29,5,3,0.04432
Indianapolis,IN,MISO,890000,1214.98,1.3651,0,20.0,5,1,0.03015
Hartford,CT,ISONE,120000,158.0,1.3167,0,63.61,5,4,0.06074
Houston,TX,ERCOT,2300000,3498.36,1.521,0,43.87,5,2,0.04449
San Antonio,TX,ERCOT,1450000,2216.81,1.5288,1,41.03,5,2,0.05605
Baltimore,MD,PJM,580000,847.27,1.4608,0,46.27,5,3,0.04551
Austin,TX,ERCOT,970000,1584.25,1.6332,0,42.17,5,2,0.04392
Dallas,TX,ERCOT,1300000,2161.92,1.663,1,35.88,5,2,0.05886
Houston,TX,ERCOT,2300000,3280.65,1.4264,0,42.29,5,2,0.03965
Cleveland,OH,PJM,370000,558.06,1.5083,0,45.52,5,2,0.04172
Philadelphia,PA,PJM,1600000,2251.14,1.407,0,52.7,5,3,0.04908
Austin,TX,ERCOT,970000,1500.82,1.5472,0,26.45,5,1,0.03205
Hartford,CT,ISONE,120000,157.99,1.3166,0,51.29,5,3,0.04828
San Diego,CA,CAISO,1400000,2298.34,1.6417,0,56.64,5,3,0.0491
Sacramento,CA,CAISO,525000,750.58,1.4297,0,36.25,5,2,0.04074
Manassas,VA,PJM,42000,65.04,1.5486,1,36.57,5,2,0.05427
Sacramento,CA,CAISO,525000,793.39,1.5112,0,27.31,5,2,0.03703
Indianapolis,IN,MISO,890000,1219.88,1.3707,0,42.56,5,2,0.04873
Ashburn,VA,PJM,50000,77.44,1.5489,1,37.56,5,2,0.05909
Hartford,CT,ISONE,120000,168.33,1.4028,0,23.12,5,1,0.03259
Richmond,VA,PJM,230000,359.31,1.5622,0,58.23,5,3,0.0497
Baltimore,MD,PJM,580000,846.0,1.4586,0,27.95,5,1,0.03471
Baltimore,MD,PJM,580000,920.28,1.5867,0,40.76,5,2,0.04335
Baltimore,MD,PJM,580000,816.66,1.408,0,40.46,5,2,0.04774
Santa Clara,CA,CAISO,130000,188.91,1.4532,1,39.41,5,2,0.05839
Sacramento,CA,CAISO,525000,837.6,1.5954,0,43.87,5,3,0.04503
Baltimore,MD,PJM,580000,777.23,1.3401,0,47.56,5,3,0.04922
San Diego,CA,CAISO,1400000,2345.46,1.6753,0,34.02,5,2,0.03229
Des Moines,IA,MISO,215000,285.09,1.326,1,48.01,5,3,0.06218
Houston,TX,ERCOT,2300000,3593.52,1.5624,0,33.99,5,2,0.04354
Sacramento,CA,CAISO,525000,873.52,1.6638,0,44.62,5,3,0.05161
Cleveland,OH,PJM,370000,489.95,1.3242,0,45.51,5,3,0.05204
Cleveland,OH,PJM,370000,583.91,1.5781,0,20.17,5,1,0.03088
Baltimore,MD,PJM,580000,858.82,1.4807,0,43.33,5,3,0.04081
Sacramento,CA,CAISO,525000,826.69,1.5747,0,39.54,5,2,0.03817
San Antonio,TX,ERCOT,1450000,2196.57,1.5149,1,50.04,5,3,0.06695
Cleveland,OH,PJM,370000,535.96,1.4485,0,39.67,5,2,0.04306
San Antonio,TX,ERCOT,1450000,2235.18,1.5415,1,40.95,5,2,0.0612
San Diego,CA,CAISO,1400000,2084.79,1.4891,0,35.28,5,2,0.04367
Austin,TX,ERCOT,970000,1406.76,1.4503,0,46.71,5,3,0.04851
Los Angeles,CA,CAISO,3900000,5925.71,1.5194,1,39.47,5,2,0.05569
Sacramento,CA,CAISO,525000,888.77,1.6929,0,48.56,5,3,0.04991
Minneapolis,MN,MISO,430000,603.11,1.4026,1,48.82,5,3,0.06231
Manassas,VA,PJM,42000,56.06,1.3348,1,44.51,5,2,0.05861
Hartford,CT,ISONE,120000,165.87,1.3823,0,20.0,5,1,0.02935
Richmond,VA,PJM,230000,303.37,1.319,0,35.25,5,2,0.03975
San Diego,CA,CAISO,1400000,2286.22,1.633,0,46.35,5,3,0.04576
Providence,RI,ISONE,190000,269.16,1.4167,0,44.59,5,3,0.04534
Cleveland,OH,PJM,370000,557.7,1.5073,0,32.71,5,2,0.03892
Boston,MA,ISONE,675000,943.58,1.3979,1,35.15,5,2,0.06338
Minneapolis,MN,MISO,430000,599.46,1.3941,1,37.37,5,2,0.05654
Hartford,CT,ISONE,120000,167.57,1.3964,0,22.56,5,1,0.03259
Houston,TX,ERCOT,2300000,3607.9,1.5687,0,43.68,5,2,0.0494
Richmond,VA,PJM,230000,325.71,1.4161,0,35.22,5,2,0.03774
Indianapolis,IN,MISO,890000,1318.25,1.4812,0,44.96,5,2,0.04467
Providence,RI,ISONE,190000,254.49,1.3394,0,42.2,5,2,0.04333
Manassas,VA,PJM,42000,56.93,1.3554,1,49.77,5,3,0.06869
Providence,RI,ISONE,190000,248.86,1.3098,0,25.07,5,1,0.03327
San Antonio,TX,ERCOT,1450000,2315.21,1.5967,1,46.04,5,3,0.06373
Richmond,VA,PJM,230000,324.61,1.4114,0,38.53,5,2,0.03888
Cleveland,OH,PJM,370000,511.27,1.3818,0,27.95,5,1,0.0383
Boston,MA,ISONE,675000,993.24,1.4715,1,41.42,5,2,0.05912
Richmond,VA,PJM,230000,347.24,1.5097,0,43.57,5,3,0.04785
Minneapolis,MN,MISO,430000,642.75,1.4948,1,35.99,5,2,0.0519
San Diego,CA,CAISO,1400000,2120.76,1.5148,0,42.11,5,2,0.04751
Hartford,CT,ISONE,120000,170.27,1.4189,0,29.38,5,1,0.03496
Baltimore,MD,PJM,580000,902.77,1.5565,0,31.89,5,1,0.03958
Manassas,VA,PJM,42000,60.77,1.4468,1,42.9,5,2,0.06072
Ashburn,VA,PJM,50000,70.93,1.4187,1,41.32,5,2,0.0568
Philadelphia,PA,PJM,1600000,2495.59,1.5597,0,48.89,5,3,0.04835
San Diego,CA,CAISO,1400000,2025.51,1.4468,0,47.23,5,2,0.04743
San Antonio,TX,ERCOT,1450000,2048.66,1.4129,1,38.46,5,2,0.05423
Dallas,TX,ERCOT,1300000,1916.25,1.474,1,30.1,5,2,0.05083
Austin,TX,ERCOT,970000,1397.76,1.441,0,40.26,5,2,0.0439
Philadelphia,PA,PJM,1600000,2182.18,1.3639,0,28.33,5,1,0.0383
Austin,TX,ERCOT,970000,1529.09,1.5764,0,36.18,5,2,0.03789
Austin,TX,ERCOT,970000,1565.02,1.6134,0,41.27,5,2,0.03842
Boston,MA,ISONE,675000,879.78,1.3034,1,39.27,5,2,0.06415
Hartford,CT,ISONE,120000,164.5,1.3708,0,27.74,5,1,0.02636
Richmond,VA,PJM,230000,360.77,1.5686,0,43.84,5,2,0.03896
San Diego,CA,CAISO,1400000,2186.24,1.5616,0,39.36,5,2,0.04026
San Diego,CA,CAISO,1400000,2281.41,1.6296,0,35.98,5,2,0.04616
Detroit,MI,MISO,640000,887.59,1.3869,0,34.99,5,2,0.03921
Dallas,TX,ERCOT,1300000,1980.67,1.5236,1,49.15,5,2,0.06462
Cleveland,OH,PJM,370000,569.6,1.5395,0,23.58,5,1,0.03072
Santa Clara,CA,CAISO,130000,208.66,1.6051,1,45.75,5,2,0.06396
San Diego,CA,CAISO,1400000,2028.91,1.4492,0,38.49,5,2,0.03966
Ashburn,VA,PJM,50000,76.21,1.5241,1,31.27,5,1,0.05134
Baltimore,MD,PJM,580000,793.57,1.3682,0,43.03,5,3,0.04271
San Diego,CA,CAISO,1400000,2297.6,1.6411,0,39.21,5,2,0.0405
Indianapolis,IN,MISO,890000,1326.11,1.49,0,47.31,5,3,0.04644
Houston,TX,ERCOT,2300000,3483.55,1.5146,0,37.33,5,2,0.0457
Austin,TX,ERCOT,970000,1540.95,1.5886,0,29.44,5,1,0.04222
San Diego,CA,CAISO,1400000,2305.28,1.6466,0,48.47,5,3,0.04717
San Diego,CA,CAISO,1400000,2202.71,1.5734,0,39.3,5,2,0.04612
Houston,TX,ERCOT,2300000,3591.71,1.5616,0,34.6,5,2,0.03844
Philadelphia,PA,PJM,1600000,2132.79,1.333,0,38.64,5,2,0.04204
Providence,RI,ISONE,190000,254.91,1.3416,0,54.63,5,3,0.04837
Providence,RI,ISONE,190000,257.31,1.3543,0,50.19,5,3,0.05509
Houston,TX,ERCOT,2300000,3331.18,1.4483,0,39.38,5,2,0.04452
Detroit,MI,MISO,640000,851.64,1.3307,0,46.36,5,3,0.04895
Indianapolis,IN,MISO,890000,1269.1,1.426,0,46.5,5,3,0.0474
Baltimore,MD,PJM,580000,796.99,1.3741,0,55.16,5,3,0.05139
Houston,TX,ERCOT,2300000,3802.48,1.6533,0,44.65,5,2,0.03948
Cleveland,OH,PJM,370000,559.74,1.5128,0,42.96,5,2,0.04169
San Antonio,TX,ERCOT,1450000,2102.91,1.4503,1,35.96,5,2,0.05853
Manassas,VA,PJM,42000,62.78,1.4948,1,42.03,5,2,0.06024
Hartford,CT,ISONE,120000,168.12,1.401,0,34.59,5,2,0.04044
Cleveland,OH,PJM,370000,579.95,1.5674,0,32.81,5,2,0.04184
Minneapolis,MN,MISO,430000,563.32,1.31,1,37.6,5,2,0.05343
Manassas,VA,PJM,42000,56.78,1.3518,1,36.09,5,2,0.06027
Indianapolis,IN,MISO,890000,1300.2,1.4609,0,50.2,5,3,0.05427
Detroit,MI,MISO,640000,851.6,1.3306,0,42.97,5,2,0.04495
Dallas,TX,ERCOT,1300000,1857.45,1.4288,1,43.06,5,2,0.0621
Dallas,TX,ERCOT,1300000,2096.57,1.6127,1,33.82,5,2,0.05581
Indianapolis,IN,MISO,890000,1257.17,1.4125,0,59.86,5,4,0.0517
San Diego,CA,CAISO,1400000,2204.26,1.5745,0,31.48,5,2,0.03397
Boston,MA,ISONE,675000,948.47,1.4051,1,35.07,5,2,0.05746
San Diego,CA,CAISO,1400000,2189.6,1.564,0,30.8,5,2,0.03335
Hartford,CT,ISONE,120000,171.57,1.4297,0,53.41,5,3,0.05306
Manassas,VA,PJM,42000,62.21,1.4811,1,34.97,5,2,0.05887
Baltimore,MD,PJM,580000,774.95,1.3361,0,54.82,5,3,0.05206
Cleveland,OH,PJM,370000,555.99,1.5027,0,44.29,5,3,0.04998
Indianapolis,IN,MISO,890000,1179.52,1.3253,0,20.0,5,0,0.03046
Providence,RI,ISONE,190000,256.51,1.35,0,59.61,5,4,0.05915
San Antonio,TX,ERCOT,1450000,2087.56,1.4397,1,40.81,5,2,0.06025
Providence,RI,ISONE,190000,271.45,1.4287,0,41.54,5,3,0.04767
Santa Clara,CA,CAISO,130000,211.39,1.6261,1,45.44,5,3,0.06424
Hartford,CT,ISONE,120000,173.11,1.4426,0,53.78,5,3,0.05607
Ashburn,VA,PJM,50000,65.5,1.3099,1,36.28,5,2,0.06177
Detroit,MI,MISO,640000,940.14,1.469,0,37.15,5,2,0.04182
San Diego,CA,CAISO,1400000,2091.43,1.4939,0,53.63,5,3,0.05305
Detroit,MI,MISO,640000,893.28,1.3958,0,24.84,5,1,0.02747
Cleveland,OH,PJM,370000,586.67,1.5856,0,39.71,5,2,0.04061
Providence,RI,ISONE,190000,265.48,1.3973,0,37.96,5,2,0.0414
Indianapolis,IN,MISO,890000,1166.6,1.3108,0,43.0,5,2,0.03831
