State,Year,RegionID,RegionName,RegionType,StateName,Metro,CountyName,Date,Avg_Home_Value,HomeValue_Pct_Change,Company,Project,Location,AnnouncementDate,Is_Post_Announcement
NJ,2014,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2014-12-31,708854.8732806816,4.496539733375604,,,,,0
NJ,2015,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2015-12-31,741569.4748884151,4.615133906934399,,,,,0
NJ,2016,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2016-12-31,717470.9959146184,-3.249658971928804,,,,,0
NJ,2017,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2017-12-31,759105.099823261,5.802897140889751,,,,,0
NJ,2018,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2018-12-31,793422.7279881869,4.520800633919575,,,,,0
NJ,2019,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2019-12-31,845449.6367401179,6.557274819168746,,,,,0
NJ,2020,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2020-12-31,964788.0489817504,14.115378025564862,,,,,0
NJ,2021,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2021-12-31,1275151.5588019704,32.16908730863548,,,,,0
NJ,2022,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2022-12-31,1349285.859276308,5.813763859096732,,,,,0
NJ,2023,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2023-12-31,178173.8420901516,-86.79495224342487,,,,,0
NJ,2024,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2024-12-31,188916.83132963927,6.029498557960045,,,,,0
NJ,2025,17730,Deepwater,city,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,2025-09-30,193999.17143083632,2.690252671202664,,,,,0
NM,2003,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2003-12-31,211982.6144839631,4.428494379716796,,,,,0
NM,2004,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2004-12-31,229898.7013300227,8.451677459339479,,,,,0
NM,2005,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2005-12-31,209287.2801750823,-8.9654360967235,,,,,0
NM,2006,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2006-12-31,250646.75473262908,19.762058412220227,,,,,0
NM,2007,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2007-12-31,234597.73793250823,-6.403041929364184,,,,,0
NM,2008,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2008-12-31,205196.25194714745,-12.532723565228633,,,,,0
NM,2009,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2009-12-31,240537.6423054624,17.223214373047057,,,,,0
NM,2010,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2010-12-31,221259.73968618884,-8.014505519594417,,,,,0
NM,2011,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2011-12-31,222986.96879260775,0.7806341582380139,,,,,0
NM,2012,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2012-12-31,207635.44288174875,-6.884494638400551,,,,,0
NM,2013,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2013-12-31,199477.20899542444,-3.9291143039440146,,,,,0
NM,2014,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2014-12-31,113795.2496060548,-42.953257578080006,,,,,0
NM,2015,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2015-12-31,105913.76178489652,-6.9260253380022725,,,,,0
NM,2016,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2016-12-31,111134.48625959356,4.929222026217861,,,,,0
NM,2017,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2017-12-31,161049.16633104722,44.91376327133993,,,,,0
NM,2018,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2018-12-31,158385.12392622125,-1.654179568585823,,,,,0
NM,2019,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2019-12-31,113177.246614767,-28.543007190822365,,,,,0
NM,2020,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2020-12-31,129646.89673010143,14.552085872343111,,,,,0
NM,2021,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2021-12-31,147063.63331517487,13.433978771841758,,,,,0
NM,2022,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2022-12-31,170682.07093498865,16.060012313986995,,,,,0
NM,2023,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2023-12-31,180458.775115281,5.72802059802533,,,,,0
NM,2024,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2024-12-31,192291.16954408577,6.556840708492007,,,,,0
NM,2025,27424,Timberon,city,NM,"Alamogordo, NM",Otero County,2025-09-30,189589.16808755024,-1.40516148658405,,,,,0
NV,2001,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2001-12-31,402755.3656821928,4.813372149510831,,,,,0
NV,2002,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2002-12-31,440682.6052574995,9.416942096119564,,,,,0
NV,2003,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2003-12-31,453707.7633068198,2.9556778266093486,,,,,0
NV,2004,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2004-12-31,558268.6531135183,23.04586746424906,,,,,0
NV,2005,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2005-12-31,613058.7488926961,9.814288420746564,,,,,0
NV,2006,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2006-12-31,648496.2638659987,5.780443560639115,,,,,0
NV,2007,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2007-12-31,597411.3535117812,-7.877440966224814,,,,,0
NV,2008,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2008-12-31,385169.9377010294,-35.526846713428974,,,,,0
NV,2009,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2009-12-31,301478.58451791975,-21.72842296121025,,,,,0
NV,2010,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2010-12-31,238279.86509629307,-20.962921635938013,,,,,0
NV,2011,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2011-12-31,228282.04182868253,-4.195832183961601,,,,,0
NV,2012,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2012-12-31,224845.1007736309,-1.5055678613698942,,,,,0
NV,2013,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2013-12-31,260262.25164431345,15.751800127653116,,,,,0
NV,2014,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2014-12-31,286557.51784768765,10.103373054387664,,,,,0
NV,2015,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2015-12-31,299782.1267365465,4.614992825240782,,,,,0
NV,2016,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2016-12-31,308684.1355369123,2.9694928437775214,,,,,0
NV,2017,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2017-12-31,349112.27771521616,13.0969290365327,,,,,0
NV,2018,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2018-12-31,394114.1665158854,12.890377014290788,,,,,0
NV,2019,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2019-12-31,399495.02414842526,1.3653042924360426,,,,,0
NV,2020,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2020-12-31,433377.3696198295,8.481293488856046,,,,,0
NV,2021,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2021-12-31,518965.0381831871,19.748993501538248,,,,,0
NV,2022,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2022-12-31,554948.2815668702,6.933654627227814,,,,,0
NV,2023,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2023-12-31,552724.4409402983,-0.4007293472993556,,,,,0
NV,2024,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2024-12-31,566208.6047792704,2.439581614309061,,,,,0
NV,2025,46631,Mount Charleston,city,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,2025-09-30,551352.0606580215,-2.623864066325965,,,,,0
NY,2001,49627,Richburg,city,NY,"Corning, NY",Allegany County,2001-12-31,33869.782753367304,8.804575437770069,,,,,0
NY,2002,49627,Richburg,city,NY,"Corning, NY",Allegany County,2002-12-31,37520.90989549467,10.779895367838964,,,,,0
NY,2003,49627,Richburg,city,NY,"Corning, NY",Allegany County,2003-12-31,41234.91241410555,9.898487347336005,,,,,0
NY,2004,49627,Richburg,city,NY,"Corning, NY",Allegany County,2004-12-31,44986.202544904576,9.097364129518049,,,,,0
NY,2005,49627,Richburg,city,NY,"Corning, NY",Allegany County,2005-12-31,48492.26455847674,7.793638527440638,,,,,0
NY,2006,49627,Richburg,city,NY,"Corning, NY",Allegany County,2006-12-31,51022.28437415949,5.217367839424791,,,,,0
NY,2007,49627,Richburg,city,NY,"Corning, NY",Allegany County,2007-12-31,53686.91239361025,5.222478868077252,,,,,0
NY,2008,49627,Richburg,city,NY,"Corning, NY",Allegany County,2008-12-31,50871.98385519385,-5.243230450241776,,,,,0
NY,2009,49627,Richburg,city,NY,"Corning, NY",Allegany County,2009-12-31,49728.42023241004,-2.247924173822169,,,,,0
NY,2010,49627,Richburg,city,NY,"Corning, NY",Allegany County,2010-12-31,49906.31845597274,0.3577395435673924,,,,,0
NY,2011,49627,Richburg,city,NY,"Corning, NY",Allegany County,2011-12-31,48119.34469582143,-3.5806563486099896,,,,,0
NY,2012,49627,Richburg,city,NY,"Corning, NY",Allegany County,2012-12-31,45314.13928422491,-5.829683320355194,,,,,0
NY,2013,49627,Richburg,city,NY,"Corning, NY",Allegany County,2013-12-31,47780.49437267958,5.442793634421461,,,,,0
NY,2014,49627,Richburg,city,NY,"Corning, NY",Allegany County,2014-12-31,48083.03114366861,0.6331804954324838,,,,,0
NY,2015,49627,Richburg,city,NY,"Corning, NY",Allegany County,2015-12-31,51537.361114465304,7.184093616052212,,,,,0
NY,2016,49627,Richburg,city,NY,"Corning, NY",Allegany County,2016-12-31,55517.96728150098,7.723729117978495,,,,,0
NY,2017,49627,Richburg,city,NY,"Corning, NY",Allegany County,2017-12-31,56963.0889711009,2.60298018886842,,,,,0
NY,2018,49627,Richburg,city,NY,"Corning, NY",Allegany County,2018-12-31,61513.22081779611,7.987860084279541,,,,,0
NY,2019,49627,Richburg,city,NY,"Corning, NY",Allegany County,2019-12-31,58240.48541474642,-5.320377244988716,,,,,0
NY,2020,49627,Richburg,city,NY,"Corning, NY",Allegany County,2020-12-31,64266.72718546906,10.3471695467648,,,,,0
NY,2021,49627,Richburg,city,NY,"Corning, NY",Allegany County,2021-12-31,73447.28728126855,14.285090431484182,,,,,0
NY,2022,49627,Richburg,city,NY,"Corning, NY",Allegany County,2022-12-31,80229.38818948774,9.233970592061391,,,,,0
NY,2023,49627,Richburg,city,NY,"Corning, NY",Allegany County,2023-12-31,77055.86940566539,-3.955556505462876,,,,,0
NY,2024,49627,Richburg,city,NY,"Corning, NY",Allegany County,2024-12-31,90601.58508588796,17.579083572349695,,,,,0
NY,2025,49627,Richburg,city,NY,"Corning, NY",Allegany County,2025-09-30,95519.94359191447,5.428556797724937,,,,,0
OH,2001,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2001-12-31,79784.95929773751,6.0273371275224585,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2002,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2002-12-31,81032.83768964456,1.5640521758622183,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2003,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2003-12-31,82629.58858166724,1.9704985504003016,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2004,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2004-12-31,82535.96712650686,-0.1133025793391695,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2005,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2005-12-31,88342.6427446778,7.0353275309305685,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2006,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2006-12-31,88795.85607700133,0.5130176302664768,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2007,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2007-12-31,84879.38704977729,-4.410643919945755,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2008,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2008-12-31,81520.6621228135,-3.957056057666941,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2009,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2009-12-31,77493.13455280803,-4.940499089590167,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2010,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2010-12-31,72356.19370739239,-6.6288979985898555,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2011,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2011-12-31,70088.41230212925,-3.1341911301111636,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2012,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2012-12-31,77963.08408775994,11.2353405177527,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2013,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2013-12-31,80938.4594079026,3.81638996835143,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2014,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2014-12-31,84190.78689452755,4.0182720432499375,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2015,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2015-12-31,87591.49100177678,4.039282958014834,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2016,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2016-12-31,93279.3222035252,6.493588745547263,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2017,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2017-12-31,101706.48893399203,9.03433529681925,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2018,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2018-12-31,109868.42589569178,8.024991371983049,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2019,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2019-12-31,115143.49516962835,4.801260444874922,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2020,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2020-12-31,129075.9423692446,12.10007319917734,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2021,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2021-12-31,145574.78557577138,12.782276002548109,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2022,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2022-12-31,156082.9426936445,7.218390929659746,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2023,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2023-12-31,157759.63451523476,1.0742312982151114,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,0
OH,2024,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2024-12-31,170505.6044331316,8.079360704062722,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,1
OH,2025,24406,Donnelsville,city,OH,"Springfield, OH",Clark County,2025-09-30,167614.42817562286,-1.695648812906092,AWS,$1B Expansion Addition, Central Ohio,2024-11-01,1
OK,2001,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2001-12-31,106676.92438063072,6.074633892836934,,,,,0
OK,2002,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2002-12-31,114423.91174716078,7.262102288296446,,,,,0
OK,2003,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2003-12-31,118386.41106276408,3.4629993461149366,,,,,0
OK,2004,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2004-12-31,121426.73756735532,2.568138080458726,,,,,0
OK,2005,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2005-12-31,94596.3372007882,-22.095957532981004,,,,,0
OK,2006,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2006-12-31,99906.1383195631,5.613114921674445,,,,,0
OK,2007,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2007-12-31,102959.673903291,3.056404376236377,,,,,0
OK,2008,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2008-12-31,111050.7752456872,7.858514926917981,,,,,0
OK,2009,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2009-12-31,107493.6969551483,-3.2031098231140365,,,,,0
OK,2010,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2010-12-31,125233.06441461504,16.502704774279444,,,,,0
OK,2011,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2011-12-31,126945.50697968388,1.367404505410308,,,,,0
OK,2012,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2012-12-31,132393.82031056657,4.291852039910826,,,,,0
OK,2013,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2013-12-31,141681.52362800567,7.01520909031268,,,,,0
OK,2014,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2014-12-31,144877.70209977106,2.2558893989290896,,,,,0
OK,2015,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2015-12-31,140318.20088900463,-3.1471379961745316,,,,,0
OK,2016,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2016-12-31,151072.15766271538,7.663978518522629,,,,,0
OK,2017,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2017-12-31,164183.80120613283,8.679060222791414,,,,,0
OK,2018,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2018-12-31,181027.9612948047,10.259331289037464,,,,,0
OK,2019,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2019-12-31,188130.1350538169,3.9232468333697312,,,,,0
OK,2020,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2020-12-31,198868.42339966123,5.707904447510503,,,,,0
OK,2021,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2021-12-31,230922.9736887852,16.118471570876135,,,,,0
OK,2022,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2022-12-31,256418.1853171572,11.04056959821238,,,,,0
OK,2023,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2023-12-31,268137.06989970565,4.570223663369921,,,,,0
OK,2024,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2024-12-31,290988.90978114837,8.522447079022033,,,,,0
OK,2025,22420,Medicine Park,city,OK,"Lawton, OK",Comanche County,2025-09-30,295395.5521184557,1.5143677951924506,,,,,0
OR,2001,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2001-12-31,71523.96632631887,5.420832760681438,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2002,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2002-12-31,72150.85775118174,0.8764774341550874,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2003,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2003-12-31,77782.8506348456,7.805857143218242,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2004,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2004-12-31,92902.8592085528,19.438743180921247,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2005,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2005-12-31,115099.08372573408,23.89186372332643,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2006,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2006-12-31,141215.1087244674,22.69003727341945,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2007,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2007-12-31,180205.6774062972,27.61076278169814,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2008,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2008-12-31,169829.89631738522,-5.757743728305764,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2009,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2009-12-31,168367.75797752783,-0.8609428443181133,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2010,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2010-12-31,162236.08158031793,-3.6418352723021297,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2011,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2011-12-31,162184.08572651728,-0.0320495005144083,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2012,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2012-12-31,152222.12777873318,-6.142376980551867,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2013,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2013-12-31,162606.88988515074,6.822110725920627,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2014,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2014-12-31,171931.16845925662,5.734245689522521,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2015,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2015-12-31,195583.0181622289,13.75658056356266,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2016,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2016-12-31,212430.04694310811,8.613748238052676,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2017,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2017-12-31,228562.58435113577,7.594282277943565,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2018,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2018-12-31,251084.922890308,9.85390439258056,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2019,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2019-12-31,266803.515616677,6.260269452035572,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2020,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2020-12-31,298418.538447619,11.84955256600293,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2021,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2021-12-31,368734.0316048651,23.562709449295305,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2022,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2022-12-31,386246.42319004354,4.74932880725929,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2023,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2023-12-31,418549.53926913865,8.363343746280115,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2024,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2024-12-31,440496.3241350345,5.2435333949283125,NTT,Expansion, Hillsboro,2025-06-15,0
OR,2025,14916,Crescent Lake,city,OR,"Klamath Falls, OR",Klamath County,2025-09-30,461556.3839535354,4.780984236328134,NTT,Expansion, Hillsboro,2025-06-15,1
PA,2001,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2001-12-31,110482.96322908172,3.825835857286619,AWS,AI Innovation Campuses, Salem & Falls Townships,2024-01-01,0
PA,2001,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2001-12-31,110482.96322908172,3.825835857286619,AWS,AI Innovation Campuses (update/expansion), Salem & Falls Townships,2025-06-15,0
PA,2001,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2001-12-31,110482.96322908172,3.825835857286619,PowerHouse Data Centers/Pennsylvania Data Center Partners,Three Hyperscale Campuses, Carlisle,2025-07-15,0
PA,2002,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2002-12-31,114825.28812592031,3.9303117602258464,AWS,AI Innovation Campuses, Salem & Falls Townships,2024-01-01,0
PA,2002,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2002-12-31,114825.28812592031,3.9303117602258464,AWS,AI Innovation Campuses (update/expansion), Salem & Falls Townships,2025-06-15,0
PA,2002,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2002-12-31,114825.28812592031,3.9303117602258464,PowerHouse Data Centers/Pennsylvania Data Center Partners,Three Hyperscale Campuses, Carlisle,2025-07-15,0
PA,2003,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2003-12-31,123437.58487153986,7.500348473913765,AWS,AI Innovation Campuses, Salem & Falls Townships,2024-01-01,0
PA,2003,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2003-12-31,123437.58487153986,7.500348473913765,AWS,AI Innovation Campuses (update/expansion), Salem & Falls Townships,2025-06-15,0
PA,2003,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2003-12-31,123437.58487153986,7.500348473913765,PowerHouse Data Centers/Pennsylvania Data Center Partners,Three Hyperscale Campuses, Carlisle,2025-07-15,0
PA,2004,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2004-12-31,135330.62907334114,9.634864627478134,AWS,AI Innovation Campuses, Salem & Falls Townships,2024-01-01,0
PA,2004,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2004-12-31,135330.62907334114,9.634864627478134,AWS,AI Innovation Campuses (update/expansion), Salem & Falls Townships,2025-06-15,0
PA,2004,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2004-12-31,135330.62907334114,9.634864627478134,PowerHouse Data Centers/Pennsylvania Data Center Partners,Three Hyperscale Campuses, Carlisle,2025-07-15,0
PA,2005,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2005-12-31,193735.75416644145,43.15735875390647,AWS,AI Innovation Campuses, Salem & Falls Townships,2024-01-01,0
PA,2005,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2005-12-31,193735.75416644145,43.15735875390647,AWS,AI Innovation Campuses (update/expansion), Salem & Falls Townships,2025-06-15,0
PA,2005,13374,Portland,city,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,2005-12-31,193735.75416644145,43.15735875390647,PowerHouse Data Centers/Pennsylvania Data Center Partners,Three Hyperscale Campuses, Carlisle,2025-07-15,0
