CountyName,StateName,Year,Avg_Home_Value,HomeValue_Pct_Change
Wayne County,MI,2012,96781.7,32.35
Wayne County,MO,2012,95767.86,-1.05
Wayne County,NC,2012,116667.06,21.82
Wayne County,NE,2012,110864.86,-4.97
Wayne County,NY,2012,105628.8,-4.72
Wayne County,OH,2012,118981.27,12.64
Wayne County,PA,2012,147948.91,24.35
Wayne County,TN,2012,73684.06,-50.2
Wayne County,WV,2012,104619.84,41.98
Wayne County,GA,2013,107835.15,3.07
Wayne County,IA,2013,75371.26,-30.11
Wayne County,IL,2013,98825.61,31.12
Wayne County,IN,2013,95908.38,-2.95
Wayne County,KY,2013,70605.6,-26.38
Wayne County,MI,2013,111284.87,57.61
Wayne County,MO,2013,98201.37,-11.76
Wayne County,NC,2013,115034.21,17.14
Wayne County,NE,2013,115454.11,0.37
Wayne County,NY,2013,106810.59,-7.49
Wayne County,OH,2013,121718.13,13.96
Wayne County,PA,2013,146977.68,20.75
Wayne County,TN,2013,76349.85,-48.05
Wayne County,WV,2013,100680.33,31.87
Wayne County,GA,2014,112968.06,12.2
Wayne County,IA,2014,76347.4,-32.42
Wayne County,IL,2014,106238.67,39.15
Wayne County,IN,2014,96169.15,-9.48
Wayne County,KY,2014,72948.65,-24.15
Wayne County,MI,2014,128655.5,76.36
Wayne County,MO,2014,100679.4,-21.74
Wayne County,NC,2014,118258.25,17.46
Wayne County,NE,2014,129024.07,9.1
Wayne County,NY,2014,108958.26,-15.55
Wayne County,OH,2014,125747.86,15.41
Wayne County,PA,2014,150340.06,19.56
Wayne County,TN,2014,79802.6,-46.92
Wayne County,WV,2014,97382.66,22.03
Wayne County,GA,2015,117652.75,20.81
Wayne County,IA,2015,75293.18,-36.0
Wayne County,IL,2015,115879.98,53.91
Wayne County,IN,2015,95438.68,-17.64
Wayne County,KY,2015,77938.59,-18.34
Wayne County,MI,2015,137116.87,75.93
Wayne County,MO,2015,103826.99,-24.28
Wayne County,NC,2015,122050.12,17.55
Wayne County,NE,2015,131864.47,8.04
Wayne County,NY,2015,111685.84,-15.3
Wayne County,OH,2015,130146.67,16.53
Wayne County,PA,2015,152728.07,17.35
Wayne County,TN,2015,82470.79,-46.0
Wayne County,WV,2015,99773.63,20.98
Wayne County,GA,2016,119676.0,19.95
Wayne County,IA,2016,77795.71,-34.99
Wayne County,IL,2016,117728.68,51.33
Wayne County,IN,2016,100274.8,-14.83
Wayne County,KY,2016,83049.09,-17.18
Wayne County,MI,2016,148452.45,78.75
Wayne County,MO,2016,102933.16,-30.66
Wayne County,MS,2016,102378.22,-0.54
Wayne County,NC,2016,124205.9,21.32
Wayne County,NE,2016,140248.13,12.92
Wayne County,NY,2016,115245.36,-17.83
Wayne County,OH,2016,137594.14,19.39
Wayne County,PA,2016,161399.02,17.3
Wayne County,TN,2016,88599.52,-45.11
Wayne County,WV,2016,101634.8,14.71
Wayne County,GA,2017,121111.08,19.16
Wayne County,IA,2017,80398.04,-33.62
Wayne County,IL,2017,115752.14,43.97
Wayne County,IN,2017,106349.55,-8.12
Wayne County,KY,2017,85094.47,-19.99
Wayne County,MI,2017,160310.77,88.39
Wayne County,MO,2017,103377.82,-35.51
Wayne County,MS,2017,103343.34,-0.03
Wayne County,NC,2017,128820.75,24.65
Wayne County,NE,2017,149814.91,16.3
Wayne County,NY,2017,119646.21,-20.14
Wayne County,OH,2017,141642.29,18.38
Wayne County,PA,2017,161683.07,14.15
Wayne County,TN,2017,94942.88,-41.28
Wayne County,WV,2017,103098.83,8.59
Wayne County,GA,2018,127885.97,24.04
Wayne County,IA,2018,72280.89,-43.48
Wayne County,IL,2018,117533.07,62.61
Wayne County,IN,2018,111506.69,-5.13
Wayne County,KY,2018,93773.0,-15.9
Wayne County,MI,2018,173288.4,84.8
Wayne County,MO,2018,107772.49,-37.81
Wayne County,MS,2018,106914.83,-0.8
Wayne County,NC,2018,133875.38,25.22
Wayne County,NE,2018,153807.94,14.89
Wayne County,NY,2018,125673.31,-18.29
Wayne County,OH,2018,149648.1,19.08
Wayne County,PA,2018,170559.16,13.97
Wayne County,TN,2018,96779.28,-43.26
Wayne County,WV,2018,105486.85,9.0
Wayne County,GA,2019,138005.53,30.83
Wayne County,IA,2019,77989.25,-43.49
Wayne County,IL,2019,111359.08,42.79
Wayne County,IN,2019,116620.92,4.73
Wayne County,KY,2019,102177.22,-12.39
Wayne County,MI,2019,182957.69,79.06
Wayne County,MO,2019,108866.52,-40.5
Wayne County,MS,2019,111879.03,2.77
Wayne County,NC,2019,138374.05,23.68
Wayne County,NE,2019,164181.85,18.65
Wayne County,NY,2019,131817.14,-19.71
Wayne County,OH,2019,156317.58,18.59
Wayne County,PA,2019,174514.53,11.64
Wayne County,TN,2019,102111.21,-41.49
Wayne County,WV,2019,106685.37,4.48
Wayne County,GA,2020,151359.23,41.87
Wayne County,IA,2020,84514.2,-44.16
Wayne County,IL,2020,115105.32,36.2
Wayne County,IN,2020,124130.51,7.84
Wayne County,KY,2020,117645.49,-5.22
Wayne County,MI,2020,191144.78,62.48
Wayne County,MO,2020,115843.91,-39.39
Wayne County,MS,2020,120369.84,3.91
Wayne County,NC,2020,149410.44,24.13
Wayne County,NE,2020,175907.02,17.73
Wayne County,NY,2020,143146.41,-18.62
Wayne County,OH,2020,165298.41,15.48
Wayne County,PA,2020,186034.77,12.54
Wayne County,TN,2020,109545.82,-41.12
Wayne County,WV,2020,113775.22,3.86
Wayne County,GA,2021,173160.02,52.19
Wayne County,IA,2021,98325.24,-43.22
Wayne County,IL,2021,109856.07,11.73
Wayne County,IN,2021,139499.54,26.98
Wayne County,KY,2021,138451.91,-0.75
Wayne County,MI,2021,216676.09,56.5
Wayne County,MO,2021,135804.41,-37.32
Wayne County,MS,2021,136869.2,0.78
Wayne County,NC,2021,165804.45,21.14
Wayne County,NE,2021,197308.33,19.0
Wayne County,NY,2021,166541.86,-15.59
Wayne County,OH,2021,189261.71,13.64
Wayne County,PA,2021,227401.53,20.15
Wayne County,TN,2021,128203.37,-43.62
Wayne County,WV,2021,128371.17,0.13
Wayne County,GA,2022,193576.98,50.79
Wayne County,IA,2022,129784.43,-32.95
Wayne County,IL,2022,110232.9,-15.06
Wayne County,IN,2022,157407.52,42.8
Wayne County,KY,2022,156992.48,-0.26
Wayne County,MI,2022,235650.17,50.1
Wayne County,MO,2022,149649.8,-36.49
Wayne County,MS,2022,144524.39,-3.42
Wayne County,NC,2022,187921.69,30.03
Wayne County,NE,2022,224426.1,19.43
Wayne County,NY,2022,179568.45,-19.99
Wayne County,OH,2022,258617.07,44.02
Wayne County,PA,2022,259116.54,0.19
Wayne County,TN,2022,167990.57,-35.17
Wayne County,UT,2022,469532.63,179.5
Wayne County,WV,2022,135486.6,-71.14
Wayne County,GA,2023,191254.89,41.16
Wayne County,IA,2023,131162.85,-31.42
Wayne County,IL,2023,118944.39,-9.32
Wayne County,IN,2023,166879.02,40.3
Wayne County,KY,2023,163991.19,-1.73
Wayne County,MI,2023,242158.3,47.67
Wayne County,MO,2023,147088.6,-39.26
Wayne County,MS,2023,132358.02,-10.01
Wayne County,NC,2023,196474.35,48.44
Wayne County,NE,2023,233037.11,18.61
Wayne County,NY,2023,190989.32,-18.04
Wayne County,OH,2023,282229.84,47.77
Wayne County,PA,2023,261889.03,-7.21
Wayne County,TN,2023,175201.08,-33.1
Wayne County,UT,2023,455084.75,159.75
Wayne County,WV,2023,132987.73,-70.78
Wayne County,GA,2024,205470.4,54.5
Wayne County,IA,2024,131350.62,-36.07
Wayne County,IL,2024,122715.54,-6.57
Wayne County,IN,2024,176829.42,44.1
Wayne County,KY,2024,172113.62,-2.67
Wayne County,MI,2024,254623.44,47.94
Wayne County,MO,2024,147496.77,-42.07
Wayne County,MS,2024,133511.81,-9.48
Wayne County,NC,2024,206660.02,54.79
Wayne County,NE,2024,243269.73,17.71
Wayne County,NY,2024,209314.5,-13.96
Wayne County,OH,2024,247416.08,18.2
Wayne County,PA,2024,276575.86,11.79
Wayne County,TN,2024,183948.23,-33.49
Wayne County,UT,2024,460836.06,150.52
Wayne County,WV,2024,139411.4,-69.75
Wayne County,GA,2025,214344.29,53.75
Wayne County,IA,2025,135703.91,-36.69
Wayne County,IL,2025,122147.63,-9.99
Wayne County,IN,2025,189994.02,55.54
Wayne County,KY,2025,182192.65,-4.11
Wayne County,MI,2025,265174.03,45.55
Wayne County,MO,2025,151166.67,-42.99
Wayne County,MS,2025,134576.81,-10.97
Wayne County,NC,2025,204858.16,52.22
Wayne County,NE,2025,252786.01,23.4
Wayne County,NY,2025,220793.64,-12.66
Wayne County,OH,2025,258607.83,17.13
Wayne County,PA,2025,287694.38,11.25
Wayne County,TN,2025,187431.21,-34.85
Wayne County,UT,2025,470753.47,151.16
Wayne County,WV,2025,141496.13,-69.94
